Country_Code,Country,Year,Series,Value
275,State of Palestine,2022,Population annual rate of increase (percent),2.3
275,State of Palestine,2022,Total fertility rate (children per women),3.4
275,State of Palestine,2022,"Infant mortality for both sexes (per 1,000 live births)",13.9
275,State of Palestine,2022,Life expectancy at birth for both sexes (years),73.4
275,State of Palestine,2022,Life expectancy at birth for males (years),71
275,State of Palestine,2022,Life expectancy at birth for females (years),75.9
729,Sudan,2010,Population annual rate of increase (percent),2
729,Sudan,2010,Total fertility rate (children per women),5
729,Sudan,2010,"Infant mortality for both sexes (per 1,000 live births)",50.7
729,Sudan,2010,"Maternal mortality ratio (deaths per 100,000 population)",383
729,Sudan,2010,Life expectancy at birth for both sexes (years),63
729,Sudan,2010,Life expectancy at birth for males (years),60.7
729,Sudan,2010,Life expectancy at birth for females (years),65.5
729,Sudan,2015,Population annual rate of increase (percent),3.1
729,Sudan,2015,Total fertility rate (children per women),4.9
729,Sudan,2015,"Infant mortality for both sexes (per 1,000 live births)",45.3
729,Sudan,2015,"Maternal mortality ratio (deaths per 100,000 population)",298
729,Sudan,2015,Life expectancy at birth for both sexes (years),64.7
729,Sudan,2015,Life expectancy at birth for males (years),62.1
729,Sudan,2015,Life expectancy at birth for females (years),67.3
729,Sudan,2020,Population annual rate of increase (percent),2.8
729,Sudan,2020,Total fertility rate (children per women),4.5
729,Sudan,2020,"Infant mortality for both sexes (per 1,000 live births)",39.9
729,Sudan,2020,"Maternal mortality ratio (deaths per 100,000 population)",270
729,Sudan,2020,Life expectancy at birth for both sexes (years),65.6
729,Sudan,2020,Life expectancy at birth for males (years),63.1
729,Sudan,2020,Life expectancy at birth for females (years),68.2
729,Sudan,2022,Population annual rate of increase (percent),2.6
729,Sudan,2022,Total fertility rate (children per women),4.4
729,Sudan,2022,"Infant mortality for both sexes (per 1,000 live births)",37.5
729,Sudan,2022,Life expectancy at birth for both sexes (years),65.6
729,Sudan,2022,Life expectancy at birth for males (years),63
729,Sudan,2022,Life expectancy at birth for females (years),68.2
740,Suriname,2010,Population annual rate of increase (percent),1.1
740,Suriname,2010,Total fertility rate (children per women),2.6
740,Suriname,2010,"Infant mortality for both sexes (per 1,000 live births)",20.5
740,Suriname,2010,"Maternal mortality ratio (deaths per 100,000 population)",138
740,Suriname,2010,Life expectancy at birth for both sexes (years),69.9
740,Suriname,2010,Life expectancy at birth for males (years),66.5
740,Suriname,2010,Life expectancy at birth for females (years),73.6
740,Suriname,2015,Population annual rate of increase (percent),1
740,Suriname,2015,Total fertility rate (children per women),2.5
740,Suriname,2015,"Infant mortality for both sexes (per 1,000 live births)",18.1
740,Suriname,2015,"Maternal mortality ratio (deaths per 100,000 population)",125
740,Suriname,2015,Life expectancy at birth for both sexes (years),70.8
740,Suriname,2015,Life expectancy at birth for males (years),67.6
740,Suriname,2015,Life expectancy at birth for females (years),74.2
740,Suriname,2020,Population annual rate of increase (percent),1.1
740,Suriname,2020,Total fertility rate (children per women),2.4
740,Suriname,2020,"Infant mortality for both sexes (per 1,000 live births)",15.7
740,Suriname,2020,"Maternal mortality ratio (deaths per 100,000 population)",96
740,Suriname,2020,Life expectancy at birth for both sexes (years),72.6
740,Suriname,2020,Life expectancy at birth for males (years),69.3
740,Suriname,2020,Life expectancy at birth for females (years),76
740,Suriname,2022,Population annual rate of increase (percent),0.8
740,Suriname,2022,Total fertility rate (children per women),2.3
740,Suriname,2022,"Infant mortality for both sexes (per 1,000 live births)",16.1
740,Suriname,2022,Life expectancy at birth for both sexes (years),70.3
740,Suriname,2022,Life expectancy at birth for males (years),67.2
740,Suriname,2022,Life expectancy at birth for females (years),73.6
752,Sweden,2010,Population annual rate of increase (percent),0.9
752,Sweden,2010,Total fertility rate (children per women),2
752,Sweden,2010,"Infant mortality for both sexes (per 1,000 live births)",2.6
752,Sweden,2010,"Maternal mortality ratio (deaths per 100,000 population)",5
752,Sweden,2010,Life expectancy at birth for both sexes (years),81.5
752,Sweden,2010,Life expectancy at birth for males (years),79.5
752,Sweden,2010,Life expectancy at birth for females (years),83.5
752,Sweden,2015,Population annual rate of increase (percent),1
752,Sweden,2015,Total fertility rate (children per women),1.8
752,Sweden,2015,"Infant mortality for both sexes (per 1,000 live births)",2.4
752,Sweden,2015,"Maternal mortality ratio (deaths per 100,000 population)",4
752,Sweden,2015,Life expectancy at birth for both sexes (years),82.2
752,Sweden,2015,Life expectancy at birth for males (years),80.3
752,Sweden,2015,Life expectancy at birth for females (years),84
752,Sweden,2020,Population annual rate of increase (percent),0.9
752,Sweden,2020,Total fertility rate (children per women),1.7
752,Sweden,2020,"Infant mortality for both sexes (per 1,000 live births)",2.3
752,Sweden,2020,"Maternal mortality ratio (deaths per 100,000 population)",5
752,Sweden,2020,Life expectancy at birth for both sexes (years),82.4
752,Sweden,2020,Life expectancy at birth for males (years),80.6
752,Sweden,2020,Life expectancy at birth for females (years),84.3
752,Sweden,2022,Population annual rate of increase (percent),0.6
752,Sweden,2022,Total fertility rate (children per women),1.7
752,Sweden,2022,"Infant mortality for both sexes (per 1,000 live births)",1.8
752,Sweden,2022,Life expectancy at birth for both sexes (years),83.5
752,Sweden,2022,Life expectancy at birth for males (years),81.9
752,Sweden,2022,Life expectancy at birth for females (years),85.1
756,Switzerland,2010,Population annual rate of increase (percent),1.2
756,Switzerland,2010,Total fertility rate (children per women),1.5
756,Switzerland,2010,"Infant mortality for both sexes (per 1,000 live births)",3.9
756,Switzerland,2010,"Maternal mortality ratio (deaths per 100,000 population)",8
756,Switzerland,2010,Life expectancy at birth for both sexes (years),82.3
756,Switzerland,2010,Life expectancy at birth for males (years),80
756,Switzerland,2010,Life expectancy at birth for females (years),84.4
756,Switzerland,2015,Population annual rate of increase (percent),1.1
756,Switzerland,2015,Total fertility rate (children per women),1.5
756,Switzerland,2015,"Infant mortality for both sexes (per 1,000 live births)",4
756,Switzerland,2015,"Maternal mortality ratio (deaths per 100,000 population)",6
756,Switzerland,2015,Life expectancy at birth for both sexes (years),82.8
756,Switzerland,2015,Life expectancy at birth for males (years),80.7
756,Switzerland,2015,Life expectancy at birth for females (years),84.9
756,Switzerland,2020,Population annual rate of increase (percent),0.7
756,Switzerland,2020,Total fertility rate (children per women),1.5
756,Switzerland,2020,"Infant mortality for both sexes (per 1,000 live births)",3.7
756,Switzerland,2020,"Maternal mortality ratio (deaths per 100,000 population)",7
756,Switzerland,2020,Life expectancy at birth for both sexes (years),83.1
756,Switzerland,2020,Life expectancy at birth for males (years),81
756,Switzerland,2020,Life expectancy at birth for females (years),85.1
756,Switzerland,2022,Population annual rate of increase (percent),0.7
756,Switzerland,2022,Total fertility rate (children per women),1.5
756,Switzerland,2022,"Infant mortality for both sexes (per 1,000 live births)",3.1
756,Switzerland,2022,Life expectancy at birth for both sexes (years),84.3
756,Switzerland,2022,Life expectancy at birth for males (years),82.5
756,Switzerland,2022,Life expectancy at birth for females (years),85.9
760,Syrian Arab Republic,2010,Population annual rate of increase (percent),2.3
760,Syrian Arab Republic,2010,Total fertility rate (children per women),3.4
760,Syrian Arab Republic,2010,"Infant mortality for both sexes (per 1,000 live births)",15.9
760,Syrian Arab Republic,2010,"Maternal mortality ratio (deaths per 100,000 population)",21
760,Syrian Arab Republic,2010,Life expectancy at birth for both sexes (years),73.9
760,Syrian Arab Republic,2010,Life expectancy at birth for males (years),71.4
760,Syrian Arab Republic,2010,Life expectancy at birth for females (years),76.7
760,Syrian Arab Republic,2015,Population annual rate of increase (percent),-3
760,Syrian Arab Republic,2015,Total fertility rate (children per women),3
760,Syrian Arab Republic,2015,"Infant mortality for both sexes (per 1,000 live births)",25.1
760,Syrian Arab Republic,2015,"Maternal mortality ratio (deaths per 100,000 population)",30
760,Syrian Arab Republic,2015,Life expectancy at birth for both sexes (years),65.1
760,Syrian Arab Republic,2015,Life expectancy at birth for males (years),60.6
760,Syrian Arab Republic,2015,Life expectancy at birth for females (years),70.4
760,Syrian Arab Republic,2020,Population annual rate of increase (percent),2.8
760,Syrian Arab Republic,2020,Total fertility rate (children per women),2.8
760,Syrian Arab Republic,2020,"Infant mortality for both sexes (per 1,000 live births)",18.1
760,Syrian Arab Republic,2020,"Maternal mortality ratio (deaths per 100,000 population)",30
760,Syrian Arab Republic,2020,Life expectancy at birth for both sexes (years),72.1
760,Syrian Arab Republic,2020,Life expectancy at birth for males (years),68.9
760,Syrian Arab Republic,2020,Life expectancy at birth for females (years),75.6
760,Syrian Arab Republic,2022,Population annual rate of increase (percent),4.8
760,Syrian Arab Republic,2022,Total fertility rate (children per women),2.7
760,Syrian Arab Republic,2022,"Infant mortality for both sexes (per 1,000 live births)",16.3
760,Syrian Arab Republic,2022,Life expectancy at birth for both sexes (years),72.3
760,Syrian Arab Republic,2022,Life expectancy at birth for males (years),68.7
760,Syrian Arab Republic,2022,Life expectancy at birth for females (years),76.1
762,Tajikistan,2010,Population annual rate of increase (percent),2.1
762,Tajikistan,2010,Total fertility rate (children per women),3.5
762,Tajikistan,2010,"Infant mortality for both sexes (per 1,000 live births)",36.5
762,Tajikistan,2010,"Maternal mortality ratio (deaths per 100,000 population)",32
762,Tajikistan,2010,Life expectancy at birth for both sexes (years),67.7
762,Tajikistan,2010,Life expectancy at birth for males (years),65.4
762,Tajikistan,2010,Life expectancy at birth for females (years),70.4
762,Tajikistan,2015,Population annual rate of increase (percent),2.4
762,Tajikistan,2015,Total fertility rate (children per women),3.5
762,Tajikistan,2015,"Infant mortality for both sexes (per 1,000 live births)",32.1
762,Tajikistan,2015,"Maternal mortality ratio (deaths per 100,000 population)",20
762,Tajikistan,2015,Life expectancy at birth for both sexes (years),69.3
762,Tajikistan,2015,Life expectancy at birth for males (years),67
762,Tajikistan,2015,Life expectancy at birth for females (years),71.9
762,Tajikistan,2020,Population annual rate of increase (percent),2.1
762,Tajikistan,2020,Total fertility rate (children per women),3.2
762,Tajikistan,2020,"Infant mortality for both sexes (per 1,000 live births)",27.9
762,Tajikistan,2020,"Maternal mortality ratio (deaths per 100,000 population)",17
762,Tajikistan,2020,Life expectancy at birth for both sexes (years),68
762,Tajikistan,2020,Life expectancy at birth for males (years),66
762,Tajikistan,2020,Life expectancy at birth for females (years),70.2
762,Tajikistan,2022,Population annual rate of increase (percent),1.9
762,Tajikistan,2022,Total fertility rate (children per women),3.1
762,Tajikistan,2022,"Infant mortality for both sexes (per 1,000 live births)",23.4
762,Tajikistan,2022,Life expectancy at birth for both sexes (years),71.3
762,Tajikistan,2022,Life expectancy at birth for males (years),69.2
